name,brand,city,country,region,category,off_peak_points,standard_points,peak_points,hotel_url,all_inclusive,notes
Alua Atlántico Golf Resort,Alua,Tenerife,Spain,europe,A,,,,,true,
Alua Boccaccio,Alua,Mallorca,Spain,europe,A,,,,,true,
Alua Calas de Mallorca Resort,Alua,Mallorca,Spain,europe,A,,,,,true,
Alua Calvia,Alua,Mallorca,Spain,europe,A,,,,,true,
Alua Golf Trinidad,Alua,Mallorca,Spain,europe,A,,,,,true,
Alua Gran Camp de Mar,Alua,Mallorca,Spain,europe,A,,,,,true,
Alua Illa de Menorca,Alua,Menorca,Spain,europe,A,,,,,true,
Alua Leo,Alua,Mallorca,Spain,europe,A,,,,,true,
Alua Suites Fuerteventura,Alua,Fuerteventura,Spain,europe,A,,,,,true,
Alua Suites Las Rocas,Alua,Mallorca,Spain,europe,A,,,,,true,
Alua Tenerife,Alua,Tenerife,Spain,europe,A,,,,,true,
AluaSoul Carolina,AluaSoul,Mallorca,Spain,europe,A,,,,,true,
AluaSoul Costa Adeje,AluaSoul,Tenerife,Spain,europe,A,,,,,true,
AluaSoul Orotava Valley,AluaSoul,Tenerife,Spain,europe,A,,,,,true,
AluaSoul Palma,AluaSoul,Mallorca,Spain,europe,A,,,,,true,
AluaSun Cala Antena,AluaSun,Mallorca,Spain,europe,A,,,,,true,
AluaSun Continental Park,AluaSun,Mallorca,Spain,europe,A,,,,,true,
AluaSun Costa Park,AluaSun,Mallorca,Spain,europe,A,,,,,true,
AluaSun Doblemar,AluaSun,La Manga,Spain,europe,A,,,,,true,
AluaSun Far Menorca,AluaSun,Menorca,Spain,europe,A,,,,,true,
AluaSun Lago Park,AluaSun,Mallorca,Spain,europe,A,,,,,true,
AluaSun Lago Rojo,AluaSun,Torremolinos,Spain,europe,A,,,,,true,
AluaSun Marbella Park,AluaSun,Marbella,Spain,europe,A,,,,,true,
AluaSun Mediterraneo,AluaSun,Mallorca,Spain,europe,A,,,,,true,
AluaVillage Fuerteventura,AluaVillage,Fuerteventura,Spain,europe,A,,,,,true,
Bahia Principe Explore San Felipe,Bahia Principe,Tenerife,Spain,europe,A,,,,,true,
Dreams Karibana Cartagena Golf & Spa Resort,Dreams,Cartagena,Colombia,americas,B,,,,,true,
"Dreams Curaçao Resort, Spa & Casino",Dreams,Willemstad,Curaçao,americas,B,,,,,true,
"Sunscape Curaçao Resort, Spa & Casino",Sunscape,Willemstad,Curaçao,americas,B,,,,,true,
Bahia Principe Escape Aquamarine,Bahia Principe,Punta Cana,Dominican Republic,americas,B,,,,,true,
Bahia Principe Escape Bouganville,Bahia Principe,La Romana,Dominican Republic,americas,B,,,,,true,
Bahia Principe Escape Samaná,Bahia Principe,Samaná,Dominican Republic,americas,B,,,,,true,
Bahia Principe Explore El Portillo,Bahia Principe,Samaná,Dominican Republic,americas,B,,,,,true,
Bahia Principe Explore Punta Cana,Bahia Principe,Punta Cana,Dominican Republic,americas,B,,,,,true,
Bahia Principe Explore Turquesa,Bahia Principe,Punta Cana,Dominican Republic,americas,B,,,,,true,
Breathless Punta Cana Resort & Spa,Breathless,Punta Cana,Dominican Republic,americas,B,,,,,true,
Dreams Dominicus La Romana,Dreams,La Romana,Dominican Republic,americas,B,,,,,true,
Dreams Flora Resort & Spa,Dreams,Punta Cana,Dominican Republic,americas,B,,,,,true,
Dreams Playa Esmeralda Resort & Spa,Dreams,Cap Cana,Dominican Republic,americas,B,,,,,true,
Dreams Royal Beach Punta Cana,Dreams,Punta Cana,Dominican Republic,americas,B,,,,,true,
Bahia Principe Escape Sian Ka'an,Bahia Principe,Akumal,Mexico,americas,B,,,,,true,
Bahia Principe Escape Tequila,Bahia Principe,Tequila,Mexico,americas,B,,,,,true,Newly added
Bahia Principe Explore Akumal,Bahia Principe,Akumal,Mexico,americas,B,,,,,true,
Bahia Principe Explore Coba,Bahia Principe,Akumal,Mexico,americas,B,,,,,true,
Bahia Principe Explore Tulum,Bahia Principe,Tulum,Mexico,americas,B,,,,,true,
Dreams Aventuras Riviera Maya,Dreams,Riviera Maya,Mexico,americas,B,,,,,true,
Dreams Estrella del Mar Mazatlán Golf & Spa Resort,Dreams,Mazatlán,Mexico,americas,B,,,,,true,
Dreams Huatulco Resort & Spa,Dreams,Huatulco,Mexico,americas,B,,,,,true,
Dreams Jade Resort & Spa,Dreams,Riviera Maya,Mexico,americas,B,,,,,true,
Dreams Sands Cancun Resort & Spa,Dreams,Cancun,Mexico,americas,B,,,,,true,
Dreams Sapphire Resort & Spa,Dreams,Riviera Maya,Mexico,americas,B,,,,,true,
Hyatt Vivid Grand Island,Hyatt Vivid,Cancun,Mexico,americas,B,,,,,true,
Secrets Huatulco Resort & Spa,Secrets,Huatulco,Mexico,americas,B,,,,,true,
Dreams Playa Bonita Panama,Dreams,Panama City,Panama,americas,B,,,,,true,
AluaSoul Sunny Beach,AluaSoul,Sunny Beach,Bulgaria,europe,B,,,,,true,
Dreams Sunny Beach Resort & Spa,Dreams,Sunny Beach,Bulgaria,europe,B,,,,,true,
Secrets Sunny Beach Resort & Spa,Secrets,Sunny Beach,Bulgaria,europe,B,,,,,true,
"Dreams Madeira Resort, Spa & Marina",Dreams,Madeira,Portugal,europe,B,,,,,true,
AluaSoul Ibiza,AluaSoul,Ibiza,Spain,europe,B,,,,,true,
AluaSoul Mallorca Resort,AluaSoul,Mallorca,Spain,europe,B,,,,,true,
AluaSoul Menorca,AluaSoul,Menorca,Spain,europe,B,,,,,true,
Bahia Principe Escape Tenerife,Bahia Principe,Tenerife,Spain,europe,B,,,,,true,
Bahia Principe Explore Costa Adeje,Bahia Principe,Costa Adeje,Spain,europe,B,,,,,true,
Dreams Jardin Tropical Resort & Spa,Dreams,Tenerife,Spain,europe,B,,,,,true,
Dreams Lanzarote Playa Dorada,Dreams,Lanzarote,Spain,europe,B,,,,,true,
Secrets Lanzarote Resort and Spa,Secrets,Lanzarote,Spain,europe,B,,,,,true,
Zoëtry Curaçao Resort & Spa,Zoëtry,Willemstad,Curaçao,americas,C,,,,,true,
Bahia Principe Escape Ambar,Bahia Principe,Punta Cana,Dominican Republic,americas,C,,,,,true,
Bahia Principe Explore Esmeralda,Bahia Principe,Punta Cana,Dominican Republic,americas,C,,,,,true,
Bahia Principe Explore Legend,Bahia Principe,Punta Cana,Dominican Republic,americas,C,,,,,true,
Dreams Cap Cana Resort & Spa,Dreams,Cap Cana,Dominican Republic,americas,C,,,,,true,
Dreams La Romana Resort & Spa,Dreams,La Romana,Dominican Republic,americas,C,,,,,true,
Dreams Macao Beach Punta Cana,Dreams,Punta Cana,Dominican Republic,americas,C,,,,,true,
Dreams Onyx Resort & Spa,Dreams,Punta Cana,Dominican Republic,americas,C,,,,,true,
Hyatt Vivid Punta Cana,Hyatt Vivid,Punta Cana,Dominican Republic,americas,C,,,,,true,Opening soon
Secrets La Romana Resort & Spa,Secrets,La Romana,Dominican Republic,americas,C,,,,,true,
Secrets Playa Esmeralda Resort & Spa,Secrets,Cap Cana,Dominican Republic,americas,C,,,,,true,
Secrets Royal Beach Punta Cana,Secrets,Punta Cana,Dominican Republic,americas,C,,,,,true,
Secrets Tides Punta Cana,Secrets,Punta Cana,Dominican Republic,americas,C,,,,,true,
Bahia Principe Escape Runaway Bay,Bahia Principe,Runaway Bay,Jamaica,americas,C,,,,,true,
Bahia Principe Explore Jamaica,Bahia Principe,Runaway Bay,Jamaica,americas,C,,,,,true,
Dreams Rose Hall Resort & Spa,Dreams,Montego Bay,Jamaica,americas,C,,,,,true,
Breathless Cancún Soul Resort & Spa,Breathless,Cancun,Mexico,americas,C,,,,,true,
Breathless Riviera Cancun Resort & Spa,Breathless,Cancun,Mexico,americas,C,,,,,true,
Dreams Bahia Mita Surf & Spa Resort,Dreams,Bahia Mita,Mexico,americas,C,,,,,true,
Dreams Cozumel Cape Resort & Spa,Dreams,Cozumel,Mexico,americas,C,,,,,true,
Dreams Los Cabos Suites Golf Resort & Spa,Dreams,Cabo San Lucas,Mexico,americas,C,,,,,true,
Dreams Natura Resort & Spa,Dreams,Riviera Maya,Mexico,americas,C,,,,,true,
Dreams Puerto Morelos Resort & Spa,Dreams,Puerto Morelos,Mexico,americas,C,,,,,true,
Dreams Riviera Cancun Resort & Spa,Dreams,Cancun,Mexico,americas,C,,,,,true,
Dreams Tulum Resort & Spa,Dreams,Tulum,Mexico,americas,C,,,,,true,
Dreams Vallarta Bay Resort & Spa,Dreams,Puerto Vallarta,Mexico,americas,C,,,,,true,
Dreams Vista Cancun Golf & Spa Resort,Dreams,Cancun,Mexico,americas,C,,,,,true,
Hyatt Vivid Playa del Carmen,Hyatt Vivid,Playa del Carmen,Mexico,americas,C,,,,,true,
Hyatt Zilara Riviera Maya,Hyatt Zilara,Riviera Maya,Mexico,americas,C,,,,,true,
Secrets Aura Cozumel,Secrets,Cozumel,Mexico,americas,C,,,,,true,
Secrets Bahia Mita Surf & Spa Resort,Secrets,Bahia Mita,Mexico,americas,C,,,,,true,
Secrets Mirabel Cancun Resort & Spa,Secrets,Cancun,Mexico,americas,C,,,,,true,Newly added
Secrets The Vine Cancun,Secrets,Cancun,Mexico,americas,C,,,,,true,
Secrets Vallarta Bay Puerto Vallarta,Secrets,Puerto Vallarta,Mexico,americas,C,,,,,true,
Sunscape Cancun Resort & Spa,Sunscape,Cancun,Mexico,americas,C,,,,,true,
Secrets St. Lucia Resort & Spa,Secrets,Saint Lucia,Saint Lucia,americas,C,,,,,true,
Dreams Corfu Resort & Spa,Dreams,Corfu,Greece,europe,C,,,,,true,
Bahia Principe Explore Fantasia,Bahia Principe,Tenerife,Spain,europe,C,,,,,true,
Secrets Bahía Real Resort & Spa,Secrets,Fuerteventura,Spain,europe,C,,,,,true,
Zoëtry Mallorca,Zoëtry,Mallorca,Spain,europe,C,,,,,true,
Secrets Baby Beach Aruba,Secrets,Eagle Beach,Aruba,americas,D,,,,,true,
Secrets Papagayo Costa Rica,Secrets,Peninsula Papagayo,Costa Rica,americas,D,,,,,true,
Secrets St. James Montego Bay,Secrets,Montego Bay,Jamaica,americas,D,,,,,true,
Secrets Wild Orchid Montego Bay,Secrets,Montego Bay,Jamaica,americas,D,,,,,true,
Zoëtry Montego Bay Jamaica,Zoëtry,Montego Bay,Jamaica,americas,D,,,,,true,
Breathless Cabo San Lucas Resort & Spa,Breathless,Cabo San Lucas,Mexico,americas,D,,,,,true,
Dreams Playa Mujeres Golf & Spa Resort,Dreams,Playa Mujeres,Mexico,americas,D,,,,,true,
Hyatt Ziva Puerto Vallarta,Hyatt Ziva,Puerto Vallarta,Mexico,americas,D,,,,,true,
Secrets Akumal Riviera Maya,Secrets,Akumal,Mexico,americas,D,,,,,true,
Secrets Playa Mujeres Golf & Spa Resort,Secrets,Playa Mujeres,Mexico,americas,D,,,,,true,
Secrets Puerto Los Cabos Golf & Spa Resort,Secrets,San José del Cabo,Mexico,americas,D,,,,,true,
Secrets Riviera Cancun Resort & Spa,Secrets,Cancun,Mexico,americas,D,,,,,true,
Secrets Tulum Resort & Beach Club,Secrets,Tulum,Mexico,americas,D,,,,,true,
Zoëtry Villa Rolandi Isla Mujeres Cancun,Zoëtry,Isla Mujeres,Mexico,americas,D,,,,,true,
Secrets Mallorca Villamil,Secrets,Mallorca,Spain,europe,D,,,,,true,
Secrets Cap Cana Resort & Spa,Secrets,Cap Cana,Dominican Republic,americas,E,,,,,true,
Zoëtry Agua Punta Cana,Zoëtry,Punta Cana,Dominican Republic,americas,E,,,,,true,
Breathless Montego Bay Resort & Spa,Breathless,Montego Bay,Jamaica,americas,E,,,,,true,
Hyatt Zilara Rose Hall,Hyatt Zilara,Montego Bay,Jamaica,americas,E,,,,,true,
Hyatt Ziva Rose Hall,Hyatt Ziva,Montego Bay,Jamaica,americas,E,,,,,true,
"Grand Hyatt Los Cabos Resort, Golf & Spa",Grand Hyatt,Los Cabos,Mexico,americas,E,,,,,true,Coming soon
Hyatt Zilara Cancun,Hyatt Zilara,Cancun,Mexico,americas,E,,,,,true,
Hyatt Ziva Los Cabos,Hyatt Ziva,Los Cabos,Mexico,americas,E,,,,,true,
Secrets Maroma Beach Riviera Cancun,Secrets,Riviera Maya,Mexico,americas,E,,,,,true,
Secrets Moxché Playa del Carmen,Secrets,Playa del Carmen,Mexico,americas,E,,,,,true,
Secrets Playa Blanca Costa Mujeres,Secrets,Costa Mujeres,Mexico,americas,E,,,,,true,
Zoëtry Casa del Mar Los Cabos,Zoëtry,Los Cabos,Mexico,americas,E,,,,,true,
Zoëtry Marigot Bay St. Lucia,Zoëtry,Marigot Bay,Saint Lucia,americas,E,,,,,true,
The Chatwal Lodge,The Chatwal Lodge,Bethel,United States,americas,F,,,,,true,New York
Hyatt Zilara Cap Cana,Hyatt Zilara,Cap Cana,Dominican Republic,americas,F,,,,,true,
Hyatt Ziva Cap Cana,Hyatt Ziva,Cap Cana,Dominican Republic,americas,F,,,,,true,
Hyatt Ziva Cancun,Hyatt Ziva,Cancun,Mexico,americas,F,,,,,true,
Impression Isla Mujeres by Secrets,Impression by Secrets,Isla Mujeres,Mexico,americas,F,,,,,true,
Impression Moxché by Secrets,Impression by Secrets,Playa del Carmen,Mexico,americas,F,,,,,true,
